"id","duration"
"FR_51049",7132.8
"FR_51050",5581.5
"FR_51051",6430.8
"FR_51052",6783.9
"FR_51053",9156.5
"FR_51054",7881.2
"FR_51055",6245
"FR_51056",6235.7
"FR_51057",10383.7
"FR_51058",6121.3
"FR_51059",9651.8
"FR_51060",9800.5
"FR_51061",7350.5
"FR_51062",10023.2
"FR_51063",5736.5
"FR_51065",9654.6
"FR_51066",9608.3
"FR_51068",10003.2
"FR_51069",5634.2
"FR_51070",5753.8
"FR_51071",5618.9
"FR_51072",5904.1
"FR_51073",5953.4
"FR_51074",7237
"FR_47025",25638.8
"FR_47026",25766.3
"FR_47027",26138.2
"FR_47028",25574.6
"FR_47029",24562.9
"FR_47030",25744.4
"FR_47031",26576.7
"FR_47032",27034.8
"FR_47033",25411.9
"FR_47034",24767.6
"FR_47035",25017.1
"FR_47036",24847.3
"FR_47037",24625.3
"FR_47038",26149.7
"FR_47039",26702.4
"FR_47040",26715.1
"FR_47041",26222.3
"FR_47042",26478.5
"FR_47043",25543.4
"FR_47044",24307.3
"FR_47045",27124.5
"FR_47046",25700.2
"FR_47047",25397.5
"FR_47048",24814.3
"FR_47049",25661.5
"FR_47050",26091.1
"FR_47051",26835.5
"FR_47052",25317.6
"FR_47053",26647.3
"FR_48146",23913.2
"FR_48147",24268.2
"FR_48148",28032.9
"FR_48149",21866.1
"FR_48150",24318.3
"FR_48151",23813.7
"FR_48152",27029.7
"FR_48153",21756.5
"FR_48155",26892.4
"FR_48156",22499.7
"FR_48157",23446.6
"FR_48158",26916.1
"FR_48160",23515.4
"FR_48161",21582
"FR_48163",27606.1
"FR_48165",22143.6
"FR_48166",26011
"FR_48167",21805.2
"FR_48168",22507.9
"FR_48169",20821
"FR_48170",27962.9
"FR_48171",26871.8
"FR_48173",27119.7
"FR_50168",13592.4
"FR_50169",13338.7
"FR_50172",13360.7
"FR_50174",12789.5
"FR_50175",13499.7
"FR_50176",14311.5
"FR_50177",13593.5
"FR_50178",15251.5
"FR_50181",13074.6
"FR_50182",14007.1
"FR_50183",15049.9
"FR_50184",15821.6
"FR_50185",12315.7
"FR_50186",13813.7
"FR_50188",13136.8
"FR_50190",13804.6
"FR_50192",11916.6
"FR_50193",13273.1
"FR_50194",13153.7
"FR_50195",13017.7
"FR_50196",15160
"FR_50197",12946.2
"FR_50198",14227.2
"FR_50199",13706.5
"FR_50200",13558.3
"FR_51075",6655
"FR_51076",6284
"FR_51077",6665.7
"FR_51078",7253.3
