"id","duration"
"FR_72295",8871.8
"FR_72296",7140
"FR_72297",9049.4
"FR_72298",8665.6
"FR_72299",9019.5
"FR_72300",8191.2
"FR_72302",7148.7
"FR_74096",20321.9
"FR_74097",21902.5
"FR_74098",20773.3
"FR_74099",22766.3
"FR_74100",19879.7
"FR_74101",20023.4
"FR_74102",21966.5
"FR_74103",22344.8
"FR_74104",22682.2
"FR_74105",21364.7
"FR_74106",22347.2
"FR_74107",20049.4
"FR_74108",22084.6
"FR_74109",18933.4
"FR_74111",22854.6
"FR_74112",20671.2
"FR_74114",23462.5
"FR_74116",21226.2
"FR_74117",20927.8
"FR_74118",19991.6
"FR_74119",22985.1
"FR_74121",22040.2
"FR_74122",21168.6
"FR_74123",23527.3
"FR_74124",19965.9
"FR_74126",21731.6
"FR_74127",22818.2
"FR_74128",20862.7
"FR_74129",23256.5
"FR_74130",19195.5
"FR_74131",19549.4
"FR_74133",20205.7
"FR_74134",22670.4
"FR_76300",9194.8
"FR_76302",8639.5
"FR_76303",7843.6
"FR_76304",8527.7
"FR_76305",7992.7
"FR_76306",8330.3
"FR_76307",9048.3
"FR_76308",7856.4
"FR_76309",8208.1
"FR_76311",6992.7
"FR_76312",5679.1
"FR_76313",5577.8
"FR_76314",8194.4
"FR_76315",8611.5
"FR_76316",6791.2
"FR_76317",8691.8
"FR_76318",8273.9
"FR_76319",5572
"FR_76320",8788.9
"FR_76321",8401.8
"FR_76322",5648.4
"FR_76323",7917.6
"FR_76324",8917.4
"FR_76325",7329.4
"FR_76327",8578.3
"FR_76328",7663.2
"FR_76329",8183.6
"FR_76330",8830.1
"FR_76331",7364.4
"FR_76332",6631.2
"FR_76333",9104
"FR_76334",8635.8
"FR_76335",7240.7
"FR_76336",8756.1
"FR_77094",2627.6
"FR_77095",2765.7
"FR_77096",3691.3
"FR_77097",4458.6
"FR_77098",4298.5
"FR_77099",4724.9
"FR_77100",3724.4
"FR_77101",4826.6
"FR_77102",4305.6
"FR_77103",3438.7
"FR_77104",2759.7
"FR_77106",3970.2
"FR_77107",3185.4
"FR_77108",2026.2
"FR_77109",4205.3
"FR_77110",4824.4
"FR_77111",2228.8
"FR_77112",4177.7
"FR_77113",4166
"FR_77114",2459.5
"FR_77115",5038.5
"FR_77116",4079.9
"FR_77117",4053.1
"FR_77118",2374.1
"FR_77119",4134.5
"FR_77120",3558.7
"FR_77121",1749.1
"FR_77122",2741.5
"FR_77123",2442.3
"FR_77124",2138.2
"FR_77125",2611.2
"FR_72303",8128.8
"FR_72305",9730.1
"FR_72306",9385.2
"FR_72307",9929.3
"FR_72308",9771.9
"FR_72309",10619.3
"FR_72310",8486.3
"FR_72311",10355.4
"FR_72312",9819.7
"FR_72313",8260.3
"FR_72314",9473.5
"FR_72315",9627.8
"FR_72316",8620.8
"FR_72317",9278.9
"FR_72319",8941.1
"FR_72320",8266.5
"FR_72321",9826.1
"FR_72322",7299.9
"FR_72323",10048.7
"FR_72324",8501.2
"FR_72325",9232.3
"FR_72326",9145.7
"FR_72327",9944.1
"FR_72328",8588.1
"FR_72329",8402.3
"FR_72330",10827.6
"FR_72331",7309.1
"FR_72332",9700.3
"FR_74135",22990.1
"FR_74136",23465
"FR_74137",20851.1
"FR_74138",21874.7
"FR_74139",21857
"FR_74140",21849.9
"FR_74141",20625.2
"FR_74142",21524.2
"FR_74143",22930.6
"FR_74144",20096
"FR_74145",20893.5
"FR_74146",23060.1
"FR_74147",22647.7
"FR_74148",22642.3
"FR_74150",21255.8
"FR_74151",20806
"FR_74152",21155.3
"FR_74153",21189
"FR_74154",23705.7
"FR_74155",22390.9
"FR_74156",21711.8
"FR_74157",22546.1
"FR_74158",20963.7
"FR_74159",21840.1
"FR_74160",22909.3
"FR_74161",21127.5
"FR_74162",20797.8
"FR_74163",22012.8
"FR_74164",22041.2
"FR_74165",21147.8
"FR_74166",22703
"FR_74167",23208.2
"FR_76338",6847.4
"FR_76339",8461
"FR_76340",7974.8
"FR_76341",8085
"FR_76342",8059.8
"FR_76343",6786.9
"FR_76344",7180.5
"FR_76345",6807.5
"FR_76346",8131.3
"FR_76347",7822.3
"FR_76348",7829.8
"FR_76349",8744.5
"FR_76350",6279
"FR_76351",8205.8
"FR_76352",6431.7
"FR_76353",8423
"FR_76354",6728.5
"FR_76355",7971.9
"FR_76356",8234.7
"FR_76357",8428.2
"FR_76358",6846.7
"FR_76359",7136
"FR_76360",7655.8
"FR_76361",9186.8
"FR_76362",6864.2
"FR_76363",7907.6
"FR_76364",6500.7
"FR_76365",8669.1
"FR_76366",6570.1
"FR_76367",6605.1
"FR_76368",8390.5
"FR_76369",7188.9
"FR_77126",3608.7
"FR_77127",2805.3
"FR_77128",2328.2
"FR_77129",4037.2
"FR_77130",2733.8
"FR_77131",3387.7
"FR_77132",2391.1
"FR_77133",4609.1
"FR_77134",4803.3
"FR_77135",3619.7
"FR_77136",3073.4
"FR_77137",4429.8
"FR_77138",3539.7
"FR_77139",2161.8
"FR_77140",4581.8
"FR_77141",2305.7
"FR_77142",2562.4
"FR_77143",2919.1
"FR_77144",2853.8
"FR_77145",3176
"FR_77146",1785.1
"FR_77147",4381.9
"FR_77148",4272.6
"FR_77150",3225.4
"FR_77151",3899.9
"FR_77152",3104.7
"FR_77153",2561.8
"FR_77154",3005
"FR_77155",2516.6
"FR_77156",3896.3
"FR_77157",3475.8
"FR_72333",8038.9
"FR_72334",9808
"FR_72335",8015.3
"FR_72336",10346.2
