"id","duration"
"FR_30012",26878.9
"FR_30013",26595.6
"FR_30014",27251.9
"FR_30015",27588.4
"FR_30016",26579.1
"FR_30017",26587.8
"FR_30018",28498.2
"FR_30019",27918.6
"FR_30020",27468.4
"FR_30021",27601.8
"FR_30022",27851.8
"FR_30023",28209.7
"FR_30024",27164.7
"FR_30025",30639.7
"FR_30026",27004.4
"FR_30027",28571.5
"FR_31119",28282.9
"FR_31120",26330.3
"FR_31121",29631.1
"FR_31122",28489.1
"FR_31123",32491.5
"FR_31124",28866.3
"FR_31125",32346.8
"FR_31126",26390.8
"FR_31127",32070
"FR_31128",27792.1
"FR_31129",31895.9
"FR_31130",30411.3
"FR_31131",30183.6
"FR_31132",30988.3
"FR_31133",32483.9
"FR_31134",29016.8
"FR_31135",27755.1
"FR_31136",25235.2
"FR_31137",27220.6
"FR_31138",30091.8
"FR_31139",30403.1
"FR_31140",29495.7
"FR_31141",29511.5
"FR_31142",31080.3
"FR_31143",29779.2
"FR_31144",30612.9
"FR_31145",27650.5
"FR_31146",31967
"FR_31147",29392.7
"FR_31148",26587.7
"FR_31149",25902.7
"FR_28226",5431.8
"FR_28227",4683.7
"FR_28229",4698.8
"FR_28230",4104
"FR_28231",6041.8
"FR_28232",6682
"FR_28233",6323.8
"FR_28234",5650.5
"FR_28235",3584.1
"FR_28236",7132.6
"FR_28237",7155.8
"FR_28239",4452.6
"FR_28240",6735.2
"FR_28242",5502.1
"FR_28243",4751.1
"FR_28245",4991.4
"FR_28246",5405.9
"FR_28247",3978.7
"FR_28248",5817.9
"FR_28249",4594
"FR_28251",3876.6
"FR_28252",5894.8
"FR_28253",4612.6
"FR_28254",5169.4
"FR_28255",4698
"FR_28256",6549.6
"FR_28257",4573.5
"FR_28259",5376.1
"FR_28260",6063.2
"FR_28261",5761
"FR_28263",5843.8
"FR_29248",23986.5
"FR_29249",22406.4
"FR_29250",21497
"FR_29251",22008.5
"FR_29252",24012.2
"FR_29254",21384.7
"FR_29255",23305.7
"FR_29256",24147
"FR_29257",25003.2
"FR_29259",22228.9
"FR_29260",24403.4
"FR_29261",23360.3
"FR_29262",22487.7
"FR_29263",23098
"FR_29264",22548.3
"FR_29265",21719.7
"FR_29266",21970.6
"FR_29267",22673.9
"FR_29268",23064.6
"FR_29269",21724.3
"FR_29270",23620.7
"FR_29271",23041.6
"FR_29272",22626.5
"FR_29273",22702.5
"FR_29274",22278.7
"FR_30028",25380.9
"FR_30029",26886.9
"FR_30030",27680.3
"FR_30031",26685.1
"FR_30032",27751.6
"FR_30033",28188.7
"FR_30034",27723.6
"FR_30035",27353
"FR_30036",27199
"FR_30037",28586.4
"FR_30038",26668.9
"FR_30039",26907.9
"FR_30040",26960.5
"FR_30041",27375.8
"FR_30042",28850.9
"FR_30043",27792.9
"FR_30044",28428.8
"FR_30045",28815.1
"FR_30046",28358.9
"FR_30047",27197.7
"FR_30048",27393.5
"FR_30049",27558.3
"FR_30050",28697
"FR_30051",27834.8
"FR_30052",28222.4
"FR_30053",28177.1
"FR_30054",29173.5
"FR_31150",25763.1
"FR_31151",26865.9
"FR_31152",29377.4
"FR_31153",27899.9
"FR_31155",29120.5
"FR_31156",25907.2
"FR_31157",26218.4
"FR_31158",30056.2
"FR_31159",29727.6
"FR_31160",26031.3
"FR_31161",26698.3
"FR_31162",26629
"FR_31163",26439.1
"FR_31164",25990.3
"FR_31165",26786.5
"FR_31166",27505
"FR_31167",29479.7
"FR_31168",29291.8
"FR_31169",26297.7
"FR_31170",29674.7
"FR_31171",26968.6
"FR_31172",29555.8
"FR_31173",27863.1
"FR_31174",29073.2
"FR_31175",28904.5
"FR_31176",30335.7
"FR_31177",30595.4
"FR_31178",29225.3
"FR_31179",27358.3
"FR_31180",27876.5
"FR_31181",26691.9
"FR_31182",25341.8
"FR_28264",6464.6
"FR_28265",6566.1
"FR_28267",4140.6
"FR_28268",4350.1
"FR_28269",4539.3
"FR_28270",5711.2
"FR_28271",6433.1
"FR_28272",5877.9
"FR_28273",6006.5
"FR_28274",5146.3
"FR_28275",4815.1
"FR_28276",4408.5
"FR_28277",6142.2
"FR_28278",4217.4
"FR_28279",4475.8
"FR_28280",7009.1
"FR_28281",4876.2
"FR_28282",5894.2
"FR_28283",6065.5
"FR_28284",4742.4
"FR_28285",4142.5
"FR_28286",5477.3
"FR_28287",5205.2
"FR_28289",4656.2
"FR_28290",5630.8
"FR_28291",4573.3
"FR_28292",3925.3
"FR_28293",4084.8
"FR_29275",21897.7
"FR_29276",22567.2
"FR_29277",23109.2
"FR_29278",21645
"FR_29279",21697.6
"FR_29280",24626.7
"FR_29281",22632.2
"FR_29282",24938.8
"FR_29284",24122.3
"FR_29285",22749.1
"FR_29286",23388.5
"FR_29287",23703.3
"FR_29288",23560.9
"FR_29289",24151.5
"FR_29290",24565.8
"FR_29291",22600.9
"FR_29292",23928.5
"FR_29293",22178.5
"FR_29294",23291.4
"FR_29295",23083.6
"FR_29296",23419.4
"FR_29297",21181.4
"FR_29298",23952.2
"FR_29299",24557.7
"FR_29300",21335.6
