"id","duration"
"FR_80029",8966.8
"FR_80030",8340
"FR_80031",5333.4
"FR_80032",5045.6
"FR_80033",5756.1
"FR_80034",6059.9
"FR_80035",5876.2
"FR_80036",6644.5
"FR_80037",5989.4
"FR_80038",7588.1
"FR_80039",9658.8
"FR_80040",8052.6
"FR_80041",7338.8
"FR_80042",8105
"FR_80043",8127.3
"FR_80044",8130.2
"FR_80045",7307.2
"FR_80046",7601
"FR_80591",8318
"FR_80592",7548.4
"FR_80593",6266.2
"FR_80595",5920.1
"FR_80596",8665
"FR_80597",8895.9
"FR_80598",8327
"FR_80599",8059.1
"FR_80600",8551.2
"FR_80601",6761.1
"FR_80602",8549.7
"FR_80603",8836.4
"FR_80604",7319.8
"FR_80605",6477.5
"FR_80606",8109.9
"FR_80607",6921
"FR_80609",7819.5
"FR_80611",5631.9
"FR_80613",9546.6
"FR_80614",8446.4
"FR_80615",7086.3
"FR_80616",5991.7
"FR_80617",5114.9
"FR_80618",8953.3
"FR_80619",7493.8
"FR_80620",6132.9
"FR_80621",5640.4
"FR_80622",6809.8
"FR_80623",5056
"FR_80624",7037.4
"FR_80625",5703.2
"FR_80626",6405.9
"FR_80697",8377.3
"FR_80698",7126.9
"FR_80699",7637.1
"FR_80700",9266
"FR_80701",6090.6
"FR_80702",6245.3
"FR_80703",7347
"FR_80704",7003.8
"FR_80705",8291.1
"FR_80706",7345.8
"FR_80707",7656.6
"FR_80708",4970.1
"FR_80709",7606
"FR_80710",8403.5
"FR_80711",7285.7
"FR_80713",9226.9
"FR_80714",9508.4
"FR_80716",7678.6
"FR_80717",5686
"FR_80718",6280.6
"FR_80719",6979.6
"FR_80721",8715
"FR_80722",6580
"FR_80723",6567.4
"FR_80724",6204.2
"FR_80725",5923.5
"FR_80726",6476.8
"FR_80728",6853.4
"FR_80729",6158.5
"FR_80730",6374.6
"FR_80732",7784.7
"FR_80733",7445.5
"FR_80734",6635.7
"FR_80735",6639
"FR_80736",7854.7
"FR_80737",7105.4
"FR_82031",25047.5
"FR_82032",25353.9
"FR_82033",24818
"FR_82034",25776
"FR_82035",25255.5
"FR_82036",26316.5
"FR_82037",22769.6
"FR_82038",24184.7
"FR_82039",23029.9
"FR_82040",23455.9
"FR_82041",23753.2
"FR_82042",23820.8
"FR_82043",25610.2
"FR_82044",23967.1
"FR_82045",24740.7
"FR_82046",25622.7
"FR_82047",26424.8
"FR_82048",24208.4
"FR_82049",26052.1
"FR_82050",25969
"FR_82051",24378.2
"FR_82052",24616.6
"FR_82053",25743.8
"FR_82054",25961.4
"FR_82055",26094.9
"FR_80047",7215.2
"FR_80048",7778
"FR_80049",5413.5
"FR_80050",6172.4
"FR_80051",8265.3
"FR_80052",7369
"FR_80053",5251.2
"FR_80054",5690.7
"FR_80055",8769.1
"FR_80056",7424.3
"FR_80057",8156.4
"FR_80058",6090
"FR_80059",6766.5
"FR_80060",8391.1
"FR_80061",7395.4
"FR_80062",7547.9
"FR_80063",9139
"FR_80064",5564.4
"FR_80065",7533.1
"FR_80066",7422.9
"FR_80067",5557.9
"FR_80068",7856.7
"FR_80069",7535.3
"FR_80070",7597.5
"FR_80071",7671.9
"FR_80073",6773.2
"FR_80074",5730.6
"FR_80076",8288.5
"FR_80077",7210.5
"FR_80078",7594.7
"FR_80079",6009.2
"FR_80080",5499.9
"FR_80081",7786.1
"FR_80082",6640.2
"FR_80083",6575.3
"FR_80627",6018.9
"FR_80628",5764.3
"FR_80629",6739.9
"FR_80630",6782.4
"FR_80631",9350.9
"FR_80632",6167.3
"FR_80633",8656.5
"FR_80634",6978.2
"FR_80635",7685.1
"FR_80637",8074.5
"FR_80638",5791
"FR_80639",6471.3
"FR_80640",6987.1
"FR_80642",7905.8
"FR_80643",6291.6
"FR_80644",6188.4
"FR_80645",7406.9
"FR_80646",5371.6
"FR_80647",5531.9
"FR_80648",6974.2
"FR_80649",8962.5
"FR_80650",6805.3
"FR_80651",7463
"FR_80652",5358
"FR_80654",8547.8
"FR_80655",7528
"FR_80656",6381.3
"FR_80657",6006.7
"FR_80658",6287.4
"FR_80659",7743.6
"FR_80661",6869.3
"FR_80662",8369.8
"FR_80663",8407.5
"FR_80738",7111.2
"FR_80740",6169.1
"FR_80741",5694.3
"FR_80742",7040.1
"FR_80743",6379.3
"FR_80744",7389.8
"FR_80746",7425.1
"FR_80747",6876.2
"FR_80748",7262.1
"FR_80749",7819.1
"FR_80750",6535.2
"FR_80751",5935.4
"FR_80752",6092.3
"FR_80753",7235.6
"FR_80754",6775.4
"FR_80755",6680.6
"FR_80756",8048.4
"FR_80757",6364.7
"FR_80758",6291.1
"FR_80759",4903.8
"FR_80760",8983.5
"FR_80762",6757.3
"FR_80763",8084.9
"FR_80764",8497.4
"FR_80765",8517
"FR_80766",7703.9
"FR_80767",8597.4
"FR_80769",7026.3
"FR_80770",9245.8
"FR_80771",6581.4
"FR_80773",7445.3
"FR_80774",6746.8
"FR_80775",8537.9
"FR_80776",7790
"FR_80777",8066
"FR_80778",6921.5
"FR_82056",24828
"FR_82057",24522.1
"FR_82058",25681.7
"FR_82059",26280.2
"FR_82060",25088.1
"FR_82061",24528.6
"FR_82062",24702
"FR_82063",25271.7
"FR_82064",26075.9
"FR_82065",25551.2
"FR_82066",23915.4
"FR_82067",25770.2
"FR_82068",25904.6
"FR_82069",25077.5
"FR_82070",26251.4
