"id","duration"
"FR_71389",13972.9
"FR_71390",15173.1
"FR_71391",14153.5
"FR_71392",14299.9
"FR_71393",17632.4
"FR_71394",15989.1
"FR_71395",15970.8
"FR_71396",14106.8
"FR_71397",15738.2
"FR_71398",13826.4
"FR_71399",17127.2
"FR_71400",15013.5
"FR_71401",15773.3
"FR_71402",13710.7
"FR_71403",13638.3
"FR_71404",13516.4
"FR_71405",14032.3
"FR_71406",16569.9
"FR_71407",14266.8
"FR_71408",17959.2
"FR_71409",13489.4
"FR_71410",14307
"FR_71411",15379.5
"FR_71412",14244.4
"FR_71413",13738.9
"FR_71414",12777.4
"FR_71415",16996.8
"FR_69153",17272.6
"FR_69154",17725.8
"FR_69155",19689.2
"FR_69156",16529.4
"FR_69157",17916.5
"FR_69159",16769.5
"FR_69160",17681.7
"FR_69161",17822.1
"FR_69162",16479.2
"FR_69163",16526
"FR_69164",18001.1
"FR_69165",16478.5
"FR_69166",19575.4
"FR_69167",16958.7
"FR_69168",17128.6
"FR_69169",18379.8
"FR_69170",18886.2
"FR_69171",17665.6
"FR_69172",16589.3
"FR_69173",17584.7
"FR_69174",18603.4
"FR_69175",17977.2
"FR_69176",18378.5
"FR_69177",17401.7
"FR_69178",18697.3
"FR_69179",19013.3
"FR_69180",19446.8
"FR_69181",18348.7
"FR_69182",17349.2
"FR_69183",18207.2
"FR_70400",13629.8
"FR_70401",15443.6
"FR_70402",13681.7
"FR_70403",17871.9
"FR_70404",14843.7
"FR_70405",16648.5
"FR_70406",12890.5
"FR_70407",16022.6
"FR_70408",14801.1
"FR_70409",13421
"FR_70410",15874.4
"FR_70411",15709.4
"FR_70412",15533.9
"FR_70413",18678.8
"FR_70414",19410.7
"FR_70415",14868.4
"FR_70416",16851.3
"FR_70417",15680.8
"FR_70418",15402.6
"FR_70419",15146
"FR_70420",17372.3
"FR_70421",15157.2
"FR_70422",14530.9
"FR_70423",13970.9
"FR_70425",17399.6
"FR_70426",15843.3
"FR_70427",15191.1
"FR_70428",15809.5
"FR_68099",20081.3
"FR_68100",20420.8
"FR_68101",19770.1
"FR_68102",20449.9
"FR_68103",20685.1
"FR_68104",21913
"FR_68105",19579.5
"FR_68106",20565.5
"FR_68107",19804.8
"FR_68109",20246.1
"FR_68110",20740
"FR_68111",21027.2
"FR_68112",20441.3
"FR_68113",20152.3
"FR_68114",19787.7
"FR_68115",19632.9
"FR_68116",20567.9
"FR_68117",20266.7
"FR_68118",20400.7
"FR_68119",19944
"FR_68120",21549.7
"FR_68121",21714.2
"FR_68122",20127.5
"FR_68123",21088.1
"FR_68124",20645.2
"FR_68125",19760.1
"FR_68126",21146.8
"FR_68127",19896.4
"FR_68128",20475.9
"FR_68129",19462
"FR_68130",21716.4
"FR_68131",20545.1
"FR_68132",21042.6
"FR_71416",15115.1
"FR_71417",14479.6
"FR_71419",14923.9
"FR_71420",13944.9
"FR_71421",16794.7
"FR_71422",13516.2
"FR_71423",12916.6
"FR_71424",13537.6
"FR_71425",13257.5
"FR_71426",13693.5
"FR_71427",15201.7
"FR_71428",18226.5
"FR_71430",13587
"FR_71431",14126.9
"FR_71433",16712
"FR_71434",17187.5
"FR_71435",14284
"FR_71436",14105.2
"FR_71437",17639.1
"FR_71438",12487.7
"FR_71439",15625.6
"FR_71440",14035.6
"FR_71441",16299.7
"FR_71442",13729.3
"FR_71443",12528.7
"FR_71444",13239.8
"FR_71445",13061.7
"FR_71446",15152.9
"FR_71447",13768.3
"FR_71448",14689.6
"FR_71449",14073.4
"FR_71450",13266.7
"FR_71451",18194.4
"FR_69184",19722.4
"FR_69186",17789.8
"FR_69187",19217.5
"FR_69188",17964.5
"FR_69189",19157.6
"FR_69190",17466.5
"FR_69191",17382.8
"FR_69192",17157
"FR_69193",19319.5
"FR_69194",17092
"FR_69196",17015.5
"FR_69197",16377.6
"FR_69198",16591.8
"FR_69199",17995.8
"FR_69200",17920.3
"FR_69201",18717.1
"FR_69202",17609.6
"FR_69203",18798.2
"FR_69204",18023.7
"FR_69205",17612.5
"FR_69206",16083.6
"FR_69207",16853.4
"FR_69208",17512.9
"FR_69209",17562.9
"FR_69212",17119.8
"FR_69214",18787.6
"FR_69215",16454
"FR_69216",18589.5
"FR_69217",17907.4
"FR_69218",16133.4
"FR_69219",18505
"FR_69220",18781.6
"FR_70429",16007.6
"FR_70430",13536.1
"FR_70431",16501.5
"FR_70432",17283.6
"FR_70433",16243.2
"FR_70435",17043.2
"FR_70436",13964.3
"FR_70437",14179.5
"FR_70438",14824.2
"FR_70439",15963.7
"FR_70440",14573.4
"FR_70441",16371.9
"FR_70442",14779.6
"FR_70443",15070.7
"FR_70444",15074.2
"FR_70445",17383.3
"FR_70446",14593.9
"FR_70447",16179.7
"FR_70448",14097.7
"FR_70449",17206.6
"FR_70450",13874.6
"FR_70451",18214
"FR_70452",16257.7
"FR_70453",17896.5
"FR_70454",14302.6
"FR_70455",17480.6
"FR_70456",16599.2
"FR_70457",15474.8
"FR_70459",18130.5
"FR_70460",17714.6
"FR_70461",14807.1
"FR_70462",17775.2
"FR_70463",15436.4
"FR_68134",20978.7
"FR_68135",21032.8
"FR_68136",21240.5
"FR_68137",20105.8
"FR_68138",20511.6
"FR_68139",20509.6
"FR_68140",20708.1
"FR_68141",19993.3
"FR_68142",20230.3
"FR_68143",20869.6
"FR_68144",20753.5
"FR_68145",20847.4
"FR_68146",20569.6
"FR_68147",20560.1
"FR_68148",20787.6
"FR_68149",21144
"FR_68150",21136.3
"FR_68151",19634
"FR_68152",19979.9
"FR_68153",20417.5
"FR_68154",19939.3
"FR_68155",20904.8
"FR_68156",20338.3
"FR_68157",20906.1
"FR_68158",20919.6
"FR_68159",20432.5
"FR_68160",21040
"FR_68161",20977.4
"FR_68162",20723.3
"FR_68163",20627.5
"FR_68165",21826.4
"FR_68166",20023.3
"FR_68167",20576.1
"FR_87161",15894.8
"FR_87162",16257
"FR_87163",16106.4
"FR_87164",16784.6
"FR_87165",13963.7
"FR_87166",16446.1
"FR_87167",15162.8
"FR_87168",17928.1
"FR_87169",15900.6
"FR_87170",16960
"FR_87172",14969.5
"FR_87174",16166
"FR_87176",16716.2
"FR_87177",16077.9
"FR_87178",15122.1
"FR_87179",15434.6
"FR_87180",13646.8
"FR_87181",14683.9
"FR_87182",13156.2
"FR_87183",14408.2
"FR_87185",16002.6
"FR_87186",16781.9
"FR_87187",17116.2
"FR_87188",16009.4
"FR_87189",18237.6
"FR_88472",13778
"FR_88473",13681.7
"FR_88474",13514.2
"FR_88475",12811.6
"FR_88476",13929
"FR_88477",13249.6
"FR_88478",14462.6
"FR_88479",15835.9
"FR_88480",15440.2
"FR_88481",16117.3
"FR_88482",12978.1
"FR_88483",15231.9
"FR_88484",15714.1
"FR_88485",13359.5
"FR_88486",17466.2
"FR_88487",17164.5
"FR_88488",14063.4
"FR_88489",14542.8
"FR_88490",13526.6
"FR_88491",14533
"FR_88492",18683.5
"FR_88493",15440.1
"FR_88494",15026.9
"FR_88495",16034
"FR_88496",12968.6
"FR_88497",15960
"FR_88498",17404.2
"FR_88499",14754.3
"FR_88500",18497.3
"FR_88501",18627.8
"FR_88502",17236.9
"FR_84068",28512.4
"FR_84069",27141.1
"FR_84070",27095.4
"FR_84071",27375.8
"FR_84072",26595.3
"FR_84073",27830.6
"FR_84074",27466.2
"FR_84075",27867.1
"FR_84076",29742.5
"FR_84077",26630.2
"FR_84078",24517
"FR_84079",28578.9
"FR_84080",26249.7
"FR_84081",26124.5
"FR_84082",27046.5
"FR_84083",25084.8
"FR_84084",29464.1
"FR_84085",27777.5
"FR_84086",27797.4
"FR_84087",25063.1
"FR_84088",26751.1
"FR_84089",29149.7
"FR_84090",29876.2
"FR_84091",25219.3
"FR_84092",25758.5
"FR_86063",17103.5
"FR_86064",16109.6
"FR_86065",14204.2
"FR_86066",12051.8
"FR_86068",14982.5
"FR_86069",14308.6
"FR_86070",14155.4
"FR_86072",13230.8
"FR_86073",14619.1
"FR_86074",14103
"FR_86075",13844.2
"FR_86076",13497.3
"FR_86077",14718.7
"FR_86078",15990.1
"FR_86079",13330
"FR_86080",14374.6
"FR_86081",12645.7
"FR_86082",14863.4
"FR_86083",14000.5
"FR_86084",13810.5
"FR_86085",13835.2
"FR_86086",12658.2
"FR_86087",14700.8
"FR_86088",13401.8
"FR_86089",14124.7
"FR_87190",15905.6
"FR_87191",16196.1
"FR_87192",15787.1
"FR_87193",17439.2
"FR_87194",17677.8
"FR_87195",14427.3
"FR_87197",14874.3
"FR_87198",15684.1
"FR_87199",17694.7
"FR_87200",14388.4
"FR_87201",15662.5
"FR_87202",15843.2
"FR_87203",16064.7
"FR_87204",17756.7
"FR_87205",15566.1
"FR_87206",14258.8
"FR_88001",14428.3
"FR_88002",14865.8
"FR_88003",13102.9
"FR_88004",13328.6
"FR_88005",18473.7
"FR_88006",14765.6
"FR_88007",13983.3
"FR_88008",17365.5
"FR_88009",18373.3
"FR_88010",14094.7
"FR_88011",16220.9
"FR_88503",18779.9
"FR_88504",14494.6
"FR_88505",17887.3
"FR_88506",18146.1
"FR_88507",14638.1
"FR_88508",14644.7
"FR_88509",16294.6
"FR_88510",13106.6
"FR_88511",13833.6
"FR_88512",16655.9
"FR_88513",15709.3
"FR_88514",13459.9
"FR_88515",15089.5
"FR_88516",13469.8
"FR_88517",13791.9
"FR_88518",14172.4
"FR_88519",17596
"FR_88520",15930.9
"FR_88521",16641.3
"FR_88522",14950.8
"FR_88523",13713.3
"FR_88524",12576.1
"FR_88525",14755.5
"FR_88526",18780.2
"FR_88527",17278.2
"FR_88528",17050.9
"FR_88529",15201.4
"FR_88530",16253
"FR_88531",18289
"FR_88532",16061
"FR_89002",8297.5
"FR_89003",6375.6
"FR_84093",27788.8
"FR_84094",26623.6
"FR_84095",28142.2
"FR_84096",25871.5
"FR_84097",25086.5
"FR_84098",26033
"FR_84099",27161.3
"FR_84100",26906.3
"FR_84101",27116.5
"FR_84102",28099
"FR_84103",29254.1
"FR_84104",26034.7
"FR_84105",28894.4
"FR_84106",25238.4
"FR_84107",29481.3
"FR_84108",26769.2
"FR_84109",26601.9
"FR_84110",27632.2
"FR_84111",26550.2
"FR_84112",29249.5
"FR_84113",29498.2
"FR_84114",27485.8
"FR_84115",26566.9
"FR_84116",26302.8
"FR_84117",25649.6
"FR_84118",28597.2
"FR_84119",26138.4
"FR_84120",29204.4
"FR_84121",29035.4
"FR_86090",13644.7
"FR_86091",14981.3
"FR_86092",12003.9
"FR_86093",13463.7
"FR_86094",14294.6
"FR_86095",12973.5
"FR_86096",13353.2
"FR_86097",15393.8
"FR_86098",14368.8
"FR_86099",14064.4
"FR_86100",13679.3
"FR_86102",13878.5
"FR_86103",14903.1
"FR_86104",16347.2
"FR_86105",14239
"FR_86106",13859.7
"FR_86107",15246.8
"FR_86108",14267.4
"FR_86109",14028.5
"FR_86110",15039.2
"FR_86111",12267.6
"FR_86112",16216.8
"FR_86113",13854.9
"FR_86114",14002.2
"FR_86115",13127.6
"FR_86116",14675.8
"FR_88012",16284
"FR_88013",14450.3
"FR_88014",18463.7
"FR_88015",14110.2
"FR_88016",14178
"FR_88017",13177.4
"FR_88019",14734.1
"FR_88020",14486.5
"FR_88021",17564.6
"FR_88022",13140.6
"FR_88023",15062.7
"FR_88024",15225.5
"FR_88025",13936.4
"FR_88026",16170.4
"FR_88027",16473.2
"FR_88028",16059.5
"FR_88029",15744.4
"FR_88030",14169.8
"FR_88031",13557
"FR_88032",18751.5
"FR_88033",18273.9
"FR_88035",18231.4
"FR_88036",14145.1
"FR_88037",17748.5
"FR_88038",15219.9
"FR_88039",14033.5
"FR_88040",16092.2
"FR_88041",14907.9
"FR_88042",17590.9
"FR_88043",14245.3
"FR_89004",10000.8
"FR_89005",9749.6
