"id","duration"
"FR_39512",15173.7
"FR_39513",14592.7
"FR_39514",14598.2
"FR_39517",17120.8
"FR_39518",17121.7
"FR_39519",17356.5
"FR_39520",14699.8
"FR_39522",16955.3
"FR_39523",16964.4
"FR_39525",14785.9
"FR_39526",13952.1
"FR_39527",14557.6
"FR_39528",14871.9
"FR_39529",16957.7
"FR_39530",18412.4
"FR_39531",17457.9
"FR_39532",17124.8
"FR_39533",14839.2
"FR_39534",16945.1
"FR_39535",15184
"FR_39537",16082.8
"FR_39538",17249.6
"FR_39539",15544.4
"FR_39540",16230.7
"FR_39543",16315.8
"FR_39545",16884.6
"FR_36104",14330.9
"FR_36105",13659.2
"FR_36106",12412
"FR_36107",10710.2
"FR_36108",12248.9
"FR_36109",12867.1
"FR_36110",12405.9
"FR_36111",12395.5
"FR_36112",11329.8
"FR_36113",13468.2
"FR_36114",13986.7
"FR_36115",10394.4
"FR_36116",10224.6
"FR_36117",12144.4
"FR_36118",11852.4
"FR_36119",14391.4
"FR_36120",11880.4
"FR_36121",11527.2
"FR_36122",9372.7
"FR_36123",12413.7
"FR_36124",12393.5
"FR_36125",10376.8
"FR_36126",13044.7
"FR_36127",12520.6
"FR_38012",20088
"FR_38013",20281.7
"FR_38015",19427.2
"FR_38017",20244.8
"FR_38018",22515.9
"FR_38019",19693.6
"FR_38020",24834.1
"FR_38022",20482.9
"FR_38023",22738.5
"FR_38026",18362.8
"FR_38027",22075.3
"FR_38029",20058
"FR_38030",20294.4
"FR_38031",25742.4
"FR_38032",21440.9
"FR_38033",21687.6
"FR_38034",20844.9
"FR_38035",19364.1
"FR_38036",22181.3
"FR_38037",20615.2
"FR_38038",20018.6
"FR_38039",22288.3
"FR_38040",25879.6
"FR_38041",22217
"FR_38042",20490.3
"FR_38043",20965.4
"FR_38044",19807.9
"FR_38045",22277.4
"FR_38046",20370.9
"FR_38047",20391
"FR_38519",19026.1
"FR_38520",20317.6
"FR_38521",23992.8
"FR_38522",25430.1
"FR_38523",21547.9
"FR_38524",21745.7
"FR_38525",20209.9
"FR_38526",22103.8
"FR_38527",25240.5
"FR_38528",22462.9
"FR_38529",22729.7
"FR_38530",18606.9
"FR_38531",20779.6
"FR_38532",19355.9
"FR_38533",22202.1
"FR_38535",18672.6
"FR_38536",20225.4
"FR_38537",18541.3
"FR_38538",22159.8
"FR_38539",17982.3
"FR_38540",20879.4
"FR_38542",19030.7
"FR_38543",19943.4
"FR_38544",19152.1
"FR_38545",22137.8
"FR_38546",19980.7
"FR_38547",22474.9
"FR_38548",22772.6
"FR_38549",24957.3
"FR_38550",24850
"FR_38551",24689.9
"FR_39546",14925.6
"FR_39547",18344.3
"FR_39548",15302.9
"FR_39550",16404.9
"FR_39551",17298.3
"FR_39552",16432.8
"FR_39553",15545
"FR_39554",16478.7
"FR_39555",15013
"FR_39556",17014.5
"FR_39557",18151
"FR_39558",16234.1
"FR_39559",15113.7
"FR_39560",19257.1
"FR_39561",17822.1
"FR_39565",15901.6
"FR_39567",15570.3
"FR_39568",14905.2
"FR_39569",15690.1
"FR_39570",14882.5
"FR_39571",15227.4
"FR_39572",15775.9
"FR_39573",13927.2
"FR_39574",15558.8
"FR_39575",15125.3
"FR_39576",16203.2
"FR_39577",15325
"FR_39579",18845.6
"FR_39581",14967
"FR_39582",15498.8
"FR_39583",18556.6
"FR_39584",14364.6
"FR_36128",10812.3
"FR_36129",12051.5
"FR_36130",13113.7
"FR_36131",12120.7
"FR_36132",12917.3
"FR_36133",12503.1
"FR_36134",12800.9
"FR_36135",11096.5
"FR_36136",12703.4
"FR_36137",14148.1
"FR_36138",13355.2
"FR_36139",11447.7
"FR_36140",10955.1
"FR_36141",12314.3
"FR_36142",11039
"FR_36143",11992.4
"FR_36144",11943.4
"FR_36145",13260.1
"FR_36146",13281.3
"FR_36147",10053.9
"FR_36148",12845.9
"FR_36149",12268.6
"FR_36150",12515.6
"FR_36152",9974.2
"FR_36153",13027.3
"FR_36154",11968.6
"FR_36155",11848.2
"FR_38048",18800
"FR_38049",20763.8
"FR_38050",20068.4
"FR_38051",20425.3
"FR_38052",24180.2
"FR_38053",19104.5
"FR_38054",18924.6
"FR_38055",19925.5
"FR_38056",21026
"FR_38057",21720.2
"FR_38058",20640.9
"FR_38059",22040.2
"FR_38060",20974.1
"FR_38061",20552.3
"FR_38062",22045.9
"FR_38063",20519.4
"FR_38064",19333.5
"FR_38065",20415.6
"FR_38066",19931.1
"FR_38067",18765.4
"FR_38068",21920.9
"FR_38069",19901.8
"FR_38070",22555.3
"FR_38071",22006.8
"FR_38072",19828.6
"FR_38073",24918.7
"FR_38074",21455
"FR_38075",22119.6
"FR_38076",19645.7
"FR_38077",20561.8
"FR_38078",24317.3
"FR_38552",23258.4
"FR_38553",18577.2
"FR_38554",18706.8
"FR_38555",20269.4
"FR_38556",20511.6
"FR_38557",17974.6
"FR_38558",18981.1
"FR_38559",21557.4
"FR_38560",20151
"FR_38561",21419.4
"FR_38562",22125.1
"FR_38563",20496
"FR_38564",21052.3
"FR_38565",20709.3
"FR_38566",20932.6
"FR_38567",24156.4
"FR_39001",14106
"FR_39002",15369.7
"FR_39003",15540.3
"FR_39004",17047
"FR_39006",16198.6
"FR_39007",16340.4
"FR_39008",14192.1
"FR_39009",16709.9
"FR_39010",17455.1
"FR_39011",13636.3
"FR_39013",15741.6
"FR_39014",13814.7
"FR_39015",16244.6
"FR_39585",19068.6
"FR_39586",16848.3
"FR_40001",27153.6
